Shipping Key,Ship Mode,Shipping Cost
314740,Same Day,7.87
314741,First Class,7.87
314742,First Class,7.86
314743,Same Day,7.86
314744,Second Class,7.86
314745,Standard Class,7.86
314746,Standard Class,7.85
314747,Second Class,7.85
314748,Same Day,7.85
314749,First Class,7.85
314750,Second Class,7.84
314751,Standard Class,7.84
314752,Same Day,7.84
314753,First Class,7.83
314754,Standard Class,7.83
314755,Second Class,7.83
314756,Second Class,7.82
314757,Standard Class,7.82
314758,First Class,7.82
314759,Standard Class,7.81
314760,First Class,7.81
314761,Second Class,7.81
314762,Same Day,7.81
314763,Standard Class,7.8
314764,First Class,7.8
314765,Second Class,7.8
314766,Standard Class,7.79
314767,First Class,7.79
314768,Second Class,7.79
314769,Same Day,7.79
314770,Second Class,7.78
314771,Standard Class,7.78
314772,Same Day,7.78
314773,Standard Class,7.77
314774,First Class,7.77
314775,Second Class,7.77
314776,Standard Class,7.76
314777,First Class,7.76
314778,Second Class,7.76
314779,First Class,7.75
314780,Standard Class,7.75
314781,Second Class,7.75
314782,Same Day,7.75
314783,Same Day,7.74
314784,Standard Class,7.74
314785,Second Class,7.74
314786,First Class,7.74
314787,Second Class,7.73
314788,First Class,7.73
314789,Standard Class,7.73
314790,Same Day,7.73
314791,Standard Class,7.72
314792,Second Class,7.72
314793,Same Day,7.72
314794,Second Class,7.71
314795,Standard Class,7.71
314796,Same Day,7.71
314797,First Class,7.71
314798,Second Class,7.7
314799,Standard Class,7.7
314800,First Class,7.7
314801,Same Day,7.7
314802,Standard Class,7.69
314803,Second Class,7.69
314804,First Class,7.69
314805,First Class,7.68
314806,Standard Class,7.68
314807,Second Class,7.68
314808,Second Class,7.67
314809,Standard Class,7.67
314810,Same Day,7.67
314811,First Class,7.67
314812,Standard Class,7.66
314813,First Class,7.66
314814,Second Class,7.66
314815,Same Day,7.66
314816,Second Class,7.65
314817,Standard Class,7.65
314818,Same Day,7.65
314819,First Class,7.64
314820,Same Day,7.64
314821,Standard Class,7.64
314822,Second Class,7.64
314823,First Class,7.63
314824,Standard Class,7.63
314825,Standard Class,7.62
314826,Second Class,7.62
314827,First Class,7.62
314828,Second Class,7.61
314829,Standard Class,7.61
314830,First Class,7.61
314831,Standard Class,7.6
314832,First Class,7.6
314833,Second Class,7.6
314834,Same Day,7.6
314835,Standard Class,7.59
314836,Same Day,7.59
314837,First Class,7.59
314838,Second Class,7.59
314839,Standard Class,7.58
314840,Second Class,7.58
314841,First Class,7.58
314842,Same Day,7.58
314843,Same Day,7.57
314844,Standard Class,7.57
314845,Second Class,7.57
314846,First Class,7.57
314847,Standard Class,7.56
314848,First Class,7.56
314849,Second Class,7.56
314850,Standard Class,7.55
314851,Second Class,7.55
314852,Same Day,7.55
314853,First Class,7.55
314854,Standard Class,7.54
314855,First Class,7.54
314856,Same Day,7.54
314857,Second Class,7.54
314858,Standard Class,7.53
314859,Second Class,7.53
314860,First Class,7.53
314861,Standard Class,7.52
314862,Second Class,7.52
314863,Same Day,7.52
314864,Standard Class,7.51
314865,First Class,7.51
314866,Second Class,7.51
314867,Standard Class,7.5
314868,First Class,7.5
314869,Second Class,7.5
314870,Standard Class,7.49
314871,Second Class,7.49
314872,First Class,7.49
314873,Same Day,7.48
314874,Standard Class,7.48
314875,Second Class,7.48
314876,Standard Class,7.47
314877,Second Class,7.47
314878,First Class,7.47
314879,First Class,7.46
314880,Same Day,7.46
314881,Second Class,7.46
314882,Standard Class,7.46
314883,Standard Class,7.45
314884,First Class,7.45
314885,Same Day,7.45
314886,Standard Class,7.44
314887,Second Class,7.44
314888,First Class,7.44
314889,Standard Class,7.43
314890,Second Class,7.43
314891,Same Day,7.43
314892,First Class,7.43
314893,First Class,7.42
314894,Standard Class,7.42
314895,Second Class,7.42
314896,Second Class,7.41
314897,Standard Class,7.41
314898,Same Day,7.41
314899,First Class,7.41
314900,Standard Class,7.4
314901,Same Day,7.4
314902,Second Class,7.4
314903,First Class,7.4
314904,Standard Class,7.39
314905,Second Class,7.39
314906,First Class,7.39
314907,Standard Class,7.38
314908,First Class,7.38
314909,Second Class,7.38
314910,Standard Class,7.37
314911,Second Class,7.37
314912,Same Day,7.37
314913,First Class,7.37
314914,Standard Class,7.36
314915,First Class,7.36
314916,Second Class,7.36
314917,Same Day,7.36
314918,Standard Class,7.35
314919,First Class,7.35
314920,Second Class,7.35
314921,Standard Class,7.34
314922,First Class,7.34
314923,Second Class,7.34
314924,Standard Class,7.33
314925,Same Day,7.33
314926,Second Class,7.33
314927,Standard Class,7.32
314928,Second Class,7.32
314929,Same Day,7.32
314930,First Class,7.32
314931,Standard Class,7.31
314932,Second Class,7.31
314933,First Class,7.31
314934,Second Class,7.3
314935,Standard Class,7.3
314936,Standard Class,7.29
314937,First Class,7.29
314938,Second Class,7.29
314939,First Class,7.28
314940,Standard Class,7.28
314941,Second Class,7.28
314942,Same Day,7.28
314943,Standard Class,7.27
314944,Second Class,7.27
314945,First Class,7.27
314946,Standard Class,7.26
314947,Second Class,7.26
314948,Standard Class,7.25
314949,Second Class,7.25
314950,First Class,7.25
314951,Second Class,7.24
314952,First Class,7.24
314953,Standard Class,7.24
314954,Same Day,7.24
314955,Second Class,7.23
314956,First Class,7.23
314957,Standard Class,7.23
314958,Same Day,7.23
314959,Standard Class,7.22
314960,First Class,7.22
314961,Second Class,7.22
314962,Second Class,7.21
314963,Standard Class,7.21
314964,First Class,7.21
314965,Second Class,7.2
314966,Standard Class,7.2
314967,First Class,7.2
314968,Same Day,7.2
314969,Standard Class,7.19
314970,Second Class,7.19
314971,First Class,7.19
314972,Same Day,7.19
314973,Standard Class,7.18
314974,Second Class,7.18
314975,First Class,7.18
314976,Standard Class,7.17
314977,Second Class,7.17
314978,First Class,7.17
314979,Same Day,7.17
314980,Standard Class,7.16
314981,Second Class,7.16
314982,First Class,7.16
314983,Same Day,7.16
314984,Second Class,7.15
314985,Standard Class,7.15
314986,Same Day,7.15
314987,First Class,7.15
314988,Standard Class,7.14
314989,Second Class,7.14
314990,First Class,7.14
314991,Standard Class,7.13
314992,First Class,7.13
314993,Second Class,7.13
314994,Standard Class,7.12
314995,First Class,7.12
314996,Second Class,7.12
314997,Same Day,7.12
314998,Standard Class,7.11
314999,Same Day,7.11
315000,Second Class,7.11
315001,First Class,7.11
315002,First Class,7.1
315003,Second Class,7.1
315004,Standard Class,7.1
315005,Standard Class,7.09
315006,Second Class,7.09
315007,First Class,7.09
315008,Standard Class,7.08
315009,Second Class,7.08
315010,First Class,7.08
315011,Standard Class,7.07
315012,Second Class,7.07
315013,First Class,7.07
315014,Same Day,7.07
315015,Standard Class,7.06
315016,Second Class,7.06
315017,First Class,7.06
315018,Standard Class,7.05
315019,Same Day,7.05
315020,Second Class,7.05
315021,First Class,7.05
315022,Standard Class,7.04
315023,First Class,7.04
315024,Second Class,7.04
315025,Standard Class,7.03
315026,First Class,7.03
315027,Second Class,7.03
315028,Standard Class,7.02
315029,First Class,7.02
315030,Second Class,7.02
315031,Standard Class,7.01
315032,Second Class,7.01
315033,Same Day,7.01
315034,First Class,7.01
315035,Standard Class,7.0
315036,Second Class,7.0
315037,First Class,7.0
315038,Standard Class,6.99
315039,Second Class,6.99
315040,First Class,6.99
315041,Same Day,6.99
315042,Second Class,6.98
315043,Standard Class,6.98
315044,Same Day,6.98
315045,First Class,6.98
315046,Second Class,6.97
315047,Standard Class,6.97
315048,First Class,6.97
315049,Standard Class,6.96
315050,Second Class,6.96
315051,First Class,6.96
315052,Standard Class,6.95
315053,Second Class,6.95
315054,First Class,6.95
315055,Same Day,6.95
315056,Same Day,6.94
315057,Standard Class,6.94
315058,Second Class,6.94
315059,First Class,6.94
315060,Standard Class,6.93
315061,Same Day,6.93
315062,Second Class,6.93
315063,First Class,6.93
315064,Standard Class,6.92
315065,Second Class,6.92
315066,First Class,6.92
315067,Same Day,6.92
315068,Standard Class,6.91
315069,First Class,6.91
315070,Second Class,6.91
315071,Same Day,6.91
315072,Standard Class,6.9
315073,Second Class,6.9
315074,Same Day,6.9
315075,First Class,6.9
315076,Second Class,6.89
315077,Standard Class,6.89
315078,First Class,6.89
315079,Same Day,6.89
315080,Second Class,6.88
315081,Standard Class,6.88
315082,First Class,6.88
315083,Same Day,6.88
315084,Standard Class,6.87
315085,First Class,6.87
315086,Second Class,6.87
315087,Same Day,6.87
315088,Standard Class,6.86
315089,Second Class,6.86
315090,First Class,6.86
315091,Standard Class,6.85
315092,Same Day,6.85
315093,Second Class,6.85
315094,First Class,6.85
315095,Second Class,6.84
315096,Standard Class,6.84
315097,First Class,6.84
315098,Same Day,6.84
315099,Second Class,6.83
315100,Same Day,6.83
315101,Standard Class,6.83
315102,First Class,6.83
315103,Second Class,6.82
315104,Standard Class,6.82
315105,Same Day,6.82
315106,Standard Class,6.81
315107,First Class,6.81
315108,Second Class,6.81
315109,Same Day,6.81
315110,Standard Class,6.8
315111,Second Class,6.8
315112,Same Day,6.8
315113,First Class,6.8
315114,Second Class,6.79
315115,Standard Class,6.79
315116,First Class,6.79
315117,Same Day,6.79
315118,Standard Class,6.78
315119,Same Day,6.78
315120,Second Class,6.78
315121,First Class,6.78
315122,Standard Class,6.77
315123,First Class,6.77
315124,Second Class,6.77
315125,Same Day,6.77
315126,Standard Class,6.76
315127,Same Day,6.76
315128,Second Class,6.76
315129,Second Class,6.75
315130,Standard Class,6.75
315131,First Class,6.75
315132,Same Day,6.75
315133,Second Class,6.74
315134,Same Day,6.74
315135,Standard Class,6.74
315136,First Class,6.74
315137,Standard Class,6.73
315138,Second Class,6.73
315139,Same Day,6.73
315140,First Class,6.73
315141,Standard Class,6.72
315142,Second Class,6.72
315143,First Class,6.72
315144,Standard Class,6.71
315145,Same Day,6.71
315146,First Class,6.71
315147,Second Class,6.71
315148,First Class,6.7
315149,Standard Class,6.7
315150,Second Class,6.7
315151,Same Day,6.7
315152,Second Class,6.69
315153,Standard Class,6.69
315154,First Class,6.69
315155,Same Day,6.69
315156,Standard Class,6.68
315157,Second Class,6.68
315158,Same Day,6.68
315159,First Class,6.68
315160,Standard Class,6.67
315161,Second Class,6.67
315162,Same Day,6.67
315163,First Class,6.67
315164,Standard Class,6.66
315165,Second Class,6.66
315166,First Class,6.66
315167,Standard Class,6.65
315168,Second Class,6.65
315169,First Class,6.65
315170,Second Class,6.64
315171,Standard Class,6.64
315172,First Class,6.64
315173,Same Day,6.64
315174,Standard Class,6.63
315175,Second Class,6.63
315176,First Class,6.63
315177,Standard Class,6.62
315178,Second Class,6.62
315179,Same Day,6.62
315180,First Class,6.62
315181,Second Class,6.61
315182,Standard Class,6.61
315183,First Class,6.61
315184,Standard Class,6.6
315185,First Class,6.6
315186,Second Class,6.6
315187,Same Day,6.6
315188,Standard Class,6.59
315189,Same Day,6.59
315190,Second Class,6.59
315191,First Class,6.59
315192,Second Class,6.58
315193,Standard Class,6.58
315194,First Class,6.58
315195,Standard Class,6.57
315196,Same Day,6.57
315197,Standard Class,6.56
315198,Second Class,6.56
315199,Same Day,6.56
315200,First Class,6.55
315201,Second Class,6.55
315202,Standard Class,6.55
315203,Same Day,6.55
315204,Standard Class,6.54
315205,First Class,6.54
315206,Second Class,6.54
315207,Same Day,6.54
315208,Standard Class,6.53
315209,First Class,6.53
315210,Same Day,6.53
315211,Second Class,6.53
315212,Standard Class,6.52
315213,First Class,6.52
315214,Same Day,6.52
315215,Second Class,6.52
315216,Same Day,6.51
315217,Standard Class,6.51
315218,Second Class,6.51
315219,Standard Class,6.5
315220,Same Day,6.5
315221,Second Class,6.5
315222,First Class,6.5
315223,Standard Class,6.49
315224,First Class,6.49
315225,Second Class,6.49
315226,Same Day,6.49
315227,First Class,6.48
315228,Standard Class,6.48
315229,Same Day,6.48
315230,Second Class,6.48
315231,Second Class,6.47
315232,First Class,6.47
315233,Standard Class,6.47
315234,Second Class,6.46
315235,Standard Class,6.46
315236,First Class,6.46
315237,Same Day,6.46
315238,Standard Class,6.45
315239,Same Day,6.45
315240,First Class,6.45
315241,Second Class,6.45
315242,First Class,6.44
315243,Standard Class,6.44
315244,Second Class,6.44
315245,Second Class,6.43
315246,Standard Class,6.43
315247,First Class,6.43
315248,Standard Class,6.42
315249,First Class,6.42
315250,Second Class,6.42
315251,Second Class,6.41
315252,Same Day,6.41
315253,Standard Class,6.41
315254,Second Class,6.4
315255,Standard Class,6.4
315256,First Class,6.4
315257,Standard Class,6.39
315258,First Class,6.39
315259,Second Class,6.39
315260,Standard Class,6.38
315261,First Class,6.38
315262,Second Class,6.38
315263,Same Day,6.38
315264,Standard Class,6.37
315265,Second Class,6.37
315266,First Class,6.37
315267,First Class,6.36
315268,Second Class,6.36
315269,Standard Class,6.36
315270,Same Day,6.36
315271,Second Class,6.35
315272,Standard Class,6.35
315273,First Class,6.35
315274,Standard Class,6.34
315275,First Class,6.34
315276,Second Class,6.34
315277,Same Day,6.34
315278,Standard Class,6.33
315279,Same Day,6.33
315280,First Class,6.33
315281,Second Class,6.33
315282,First Class,6.32
315283,Second Class,6.32
315284,Standard Class,6.32
315285,First Class,6.31
315286,Standard Class,6.31
315287,Second Class,6.31
315288,Same Day,6.31
315289,Standard Class,6.3
315290,First Class,6.3
315291,Second Class,6.3
315292,Same Day,6.3
315293,Standard Class,6.29
315294,First Class,6.29
315295,Second Class,6.29
315296,Standard Class,6.28
315297,Second Class,6.28
315298,First Class,6.28
315299,Same Day,6.28
315300,Second Class,6.27
315301,Standard Class,6.27
315302,First Class,6.27
315303,Same Day,6.27
315304,Standard Class,6.26
315305,Second Class,6.26
315306,First Class,6.26
315307,Standard Class,6.25
315308,Same Day,6.25
315309,Second Class,6.25
315310,First Class,6.25
315311,Standard Class,6.24
315312,First Class,6.24
315313,Second Class,6.24
315314,Same Day,6.24
315315,Standard Class,6.23
315316,First Class,6.23
315317,Same Day,6.23
315318,Second Class,6.23
315319,Second Class,6.22
315320,Same Day,6.22
315321,First Class,6.22
315322,Standard Class,6.22
315323,Standard Class,6.21
315324,Second Class,6.21
315325,First Class,6.21
315326,Standard Class,6.2
315327,Second Class,6.2
315328,First Class,6.2
315329,Same Day,6.2
315330,Second Class,6.19
315331,Standard Class,6.19
315332,Same Day,6.19
315333,First Class,6.19
315334,Standard Class,6.18
315335,First Class,6.18
315336,Second Class,6.18
315337,Standard Class,6.17
315338,Second Class,6.17
315339,First Class,6.17
315340,Same Day,6.17
315341,Second Class,6.16
315342,Standard Class,6.16
315343,First Class,6.16
315344,Same Day,6.16
315345,Second Class,6.15
315346,Standard Class,6.15
315347,First Class,6.15
315348,Second Class,6.14
315349,Standard Class,6.14
315350,Standard Class,6.13
315351,First Class,6.13
315352,Second Class,6.13
315353,Same Day,6.13
315354,Standard Class,6.12
315355,Second Class,6.12
315356,Same Day,6.12
315357,First Class,6.12
315358,Standard Class,6.11
315359,Second Class,6.11
315360,First Class,6.11
315361,Same Day,6.11
315362,Second Class,6.1
315363,First Class,6.1
315364,Standard Class,6.1
315365,Second Class,6.09
315366,Standard Class,6.09
315367,First Class,6.09
315368,First Class,6.08
315369,Standard Class,6.08
315370,Second Class,6.08
315371,Standard Class,6.07
315372,Second Class,6.07
315373,First Class,6.07
315374,Standard Class,6.06
315375,Second Class,6.06
315376,First Class,6.06
315377,Standard Class,6.05
315378,First Class,6.05
315379,Second Class,6.05
315380,Standard Class,6.04
315381,First Class,6.04
315382,Second Class,6.04
315383,Same Day,6.03
315384,Standard Class,6.03
315385,Second Class,6.03
315386,First Class,6.03
315387,Standard Class,6.02
315388,Second Class,6.02
315389,First Class,6.02
315390,Second Class,6.01
315391,Standard Class,6.01
315392,First Class,6.01
315393,Second Class,6.0
315394,Standard Class,6.0
315395,First Class,6.0
315396,Standard Class,5.99
315397,Second Class,5.99
315398,First Class,5.99
315399,Second Class,5.98
315400,Standard Class,5.98
315401,First Class,5.98
315402,First Class,5.97
315403,Standard Class,5.97
315404,Same Day,5.97
315405,Second Class,5.97
315406,Standard Class,5.96
315407,Second Class,5.96
315408,First Class,5.96
315409,First Class,5.95
315410,Second Class,5.95
315411,Standard Class,5.95
315412,Same Day,5.95
315413,Standard Class,5.94
315414,First Class,5.94
315415,Same Day,5.94
315416,Second Class,5.94
315417,Second Class,5.93
315418,First Class,5.93
315419,Standard Class,5.93
315420,Same Day,5.93
315421,Standard Class,5.92
315422,Second Class,5.92
315423,First Class,5.92
315424,Same Day,5.92
315425,Second Class,5.91
315426,Standard Class,5.91
315427,First Class,5.91
315428,First Class,5.9
315429,Standard Class,5.9
315430,Second Class,5.9
315431,First Class,5.89
315432,Standard Class,5.89
315433,Second Class,5.89
315434,Same Day,5.89
315435,Standard Class,5.88
315436,First Class,5.88
315437,Same Day,5.88
315438,Second Class,5.88
315439,Standard Class,5.87
315440,Second Class,5.87
315441,First Class,5.87
315442,Standard Class,5.86
315443,Second Class,5.86
315444,First Class,5.86
315445,Same Day,5.86
315446,Standard Class,5.85
315447,First Class,5.85
315448,Second Class,5.85
315449,First Class,5.84
315450,Standard Class,5.84
315451,Second Class,5.84
315452,Same Day,5.84
315453,Same Day,5.83
315454,Second Class,5.83
315455,Standard Class,5.83
315456,First Class,5.83
315457,First Class,5.82
315458,Second Class,5.82
315459,Standard Class,5.82
315460,Same Day,5.81
315461,Second Class,5.81
315462,First Class,5.81
315463,Standard Class,5.81
315464,Standard Class,5.8
315465,First Class,5.8
315466,Second Class,5.8
315467,Standard Class,5.79
315468,First Class,5.79
315469,Second Class,5.79
315470,Second Class,5.78
315471,Standard Class,5.78
315472,First Class,5.78
315473,Standard Class,5.77
315474,First Class,5.77
315475,Second Class,5.77
315476,Standard Class,5.76
315477,First Class,5.76
315478,Standard Class,5.75
315479,Second Class,5.75
315480,First Class,5.75
315481,Standard Class,5.74
315482,First Class,5.74
315483,Same Day,5.74
315484,Second Class,5.74
315485,Second Class,5.73
315486,First Class,5.73
315487,Same Day,5.73
315488,Standard Class,5.73
315489,Standard Class,5.72
315490,First Class,5.72
315491,Second Class,5.72
315492,Second Class,5.71
315493,Standard Class,5.71
315494,First Class,5.71
315495,Same Day,5.71
315496,Standard Class,5.7
315497,Second Class,5.7
315498,Same Day,5.7
315499,First Class,5.7
315500,Standard Class,5.69
315501,First Class,5.69
315502,Second Class,5.69
315503,Second Class,5.68
315504,Standard Class,5.68
315505,Same Day,5.68
315506,Standard Class,5.67
315507,Same Day,5.67
315508,First Class,5.67
315509,Second Class,5.67
315510,Standard Class,5.66
315511,Second Class,5.66
315512,First Class,5.66
315513,Standard Class,5.65
315514,Second Class,5.65
315515,First Class,5.65
315516,Standard Class,5.64
315517,Same Day,5.64
315518,Second Class,5.64
315519,First Class,5.64
315520,Standard Class,5.63
315521,First Class,5.63
315522,Second Class,5.63
315523,Same Day,5.63
315524,Standard Class,5.62
315525,Second Class,5.62
315526,Same Day,5.62
315527,Standard Class,5.61
315528,Second Class,5.61
315529,First Class,5.61
315530,Same Day,5.61
315531,First Class,5.6
315532,Standard Class,5.6
315533,Same Day,5.6
315534,Same Day,5.59
315535,Second Class,5.59
315536,Standard Class,5.59
315537,First Class,5.59
315538,Second Class,5.58
315539,Standard Class,5.58
315540,First Class,5.58
315541,Standard Class,5.57
315542,Second Class,5.57
315543,Same Day,5.57
315544,First Class,5.57
315545,Standard Class,5.56
315546,Same Day,5.56
315547,First Class,5.56
315548,Second Class,5.56
315549,Standard Class,5.55
315550,First Class,5.55
315551,Second Class,5.55
315552,Same Day,5.55
315553,Standard Class,5.54
315554,Second Class,5.54
315555,First Class,5.54
315556,Same Day,5.54
315557,Standard Class,5.53
315558,First Class,5.53
315559,Same Day,5.53
315560,Second Class,5.53
315561,Second Class,5.52
315562,Same Day,5.52
315563,First Class,5.52
315564,Standard Class,5.52
315565,Standard Class,5.51
315566,Second Class,5.51
315567,First Class,5.51
315568,Same Day,5.51
315569,First Class,5.5
315570,Standard Class,5.5
315571,Second Class,5.5
315572,Same Day,5.5
315573,Second Class,5.49
315574,Standard Class,5.49
315575,First Class,5.49
315576,Same Day,5.49
315577,First Class,5.48
315578,Second Class,5.48
315579,Standard Class,5.48
315580,Standard Class,5.47
315581,Second Class,5.47
315582,Same Day,5.47
315583,First Class,5.47
315584,Standard Class,5.46
315585,First Class,5.46
315586,Second Class,5.46
315587,Same Day,5.46
315588,Standard Class,5.45
315589,Second Class,5.45
315590,First Class,5.45
315591,Standard Class,5.44
315592,Second Class,5.44
315593,First Class,5.44
315594,Same Day,5.44
315595,Standard Class,5.43
315596,Same Day,5.43
315597,Second Class,5.43
315598,First Class,5.43
315599,Standard Class,5.42
315600,Second Class,5.42
315601,First Class,5.42
315602,Standard Class,5.41
315603,Second Class,5.41
315604,Same Day,5.41
315605,First Class,5.4
315606,Standard Class,5.4
315607,Second Class,5.4
315608,Same Day,5.4
315609,Standard Class,5.39
315610,Second Class,5.39
315611,First Class,5.39
315612,Same Day,5.39
315613,Second Class,5.38
315614,Standard Class,5.38
315615,First Class,5.38
315616,Same Day,5.38
315617,Standard Class,5.37
315618,First Class,5.37
315619,Same Day,5.37
315620,Second Class,5.37
315621,Standard Class,5.36
315622,Second Class,5.36
315623,First Class,5.36
315624,Second Class,5.35
315625,Standard Class,5.35
315626,Same Day,5.35
315627,First Class,5.35
315628,Standard Class,5.34
315629,Second Class,5.34
315630,First Class,5.34
315631,Same Day,5.34
315632,Standard Class,5.33
315633,First Class,5.33
315634,Second Class,5.33
315635,Standard Class,5.32
315636,Second Class,5.32
315637,First Class,5.32
315638,Second Class,5.31
315639,Standard Class,5.31
315640,First Class,5.31
315641,Standard Class,5.3
315642,Second Class,5.3
315643,Same Day,5.3
315644,First Class,5.3
315645,First Class,5.29
315646,Standard Class,5.29
315647,Second Class,5.29
315648,Same Day,5.29
315649,Second Class,5.28
315650,Standard Class,5.28
315651,Same Day,5.28
315652,First Class,5.28
315653,Standard Class,5.27
315654,Second Class,5.27
315655,First Class,5.27
315656,Standard Class,5.26
315657,First Class,5.26
315658,Same Day,5.26
315659,Second Class,5.26
315660,Standard Class,5.25
315661,Second Class,5.25
315662,First Class,5.25
315663,Standard Class,5.24
315664,Second Class,5.24
315665,Same Day,5.24
315666,First Class,5.24
315667,Standard Class,5.23
315668,Second Class,5.23
315669,First Class,5.23
315670,Standard Class,5.22
315671,First Class,5.22
315672,Second Class,5.22
315673,Second Class,5.21
315674,Standard Class,5.21
315675,First Class,5.21
315676,Same Day,5.21
315677,Same Day,5.2
315678,Second Class,5.2
315679,Standard Class,5.2
315680,First Class,5.2
315681,Second Class,5.19
315682,First Class,5.19
315683,Standard Class,5.19
315684,Second Class,5.18
315685,Standard Class,5.18
315686,Same Day,5.18
315687,First Class,5.18
315688,Second Class,5.17
315689,Standard Class,5.17
315690,First Class,5.17
315691,Same Day,5.17
315692,Second Class,5.16
315693,Standard Class,5.16
315694,Same Day,5.16
315695,First Class,5.16
315696,Standard Class,5.15
315697,Second Class,5.15
315698,First Class,5.15
315699,Same Day,5.15
315700,Standard Class,5.14
315701,Second Class,5.14
315702,First Class,5.14
315703,Second Class,5.13
315704,Standard Class,5.13
315705,First Class,5.13
315706,Standard Class,5.12
315707,Second Class,5.12
315708,First Class,5.12
315709,Same Day,5.12
315710,Second Class,5.11
315711,Standard Class,5.11
315712,First Class,5.11
315713,Standard Class,5.1
315714,First Class,5.1
315715,Second Class,5.1
315716,Second Class,5.09
315717,Same Day,5.09
315718,Standard Class,5.09
315719,First Class,5.09
315720,Standard Class,5.08
315721,First Class,5.08
315722,Second Class,5.08
315723,Same Day,5.08
315724,Standard Class,5.07
315725,First Class,5.07
315726,Second Class,5.07
315727,Standard Class,5.06
315728,Second Class,5.06
315729,First Class,5.06
315730,Same Day,5.06
315731,First Class,5.05
315732,Second Class,5.05
315733,Standard Class,5.05
315734,Same Day,5.05
315735,Standard Class,5.04
315736,First Class,5.04
315737,Same Day,5.04
315738,Second Class,5.04
315739,Standard Class,5.03
315740,Second Class,5.03
315741,First Class,5.03
315742,Standard Class,5.02
315743,Second Class,5.02
315744,First Class,5.02
315745,Same Day,5.02
315746,Second Class,5.01
315747,Standard Class,5.01
315748,First Class,5.01
315749,Second Class,5.0
315750,Standard Class,5.0
315751,First Class,5.0
315752,Same Day,5.0
315753,Second Class,4.99
315754,Standard Class,4.99
315755,Same Day,4.99
315756,First Class,4.99
315757,Standard Class,4.98
315758,Second Class,4.98
315759,Standard Class,4.97
315760,Second Class,4.97
315761,Same Day,4.97
315762,First Class,4.97
315763,Second Class,4.96
315764,Same Day,4.96
315765,Standard Class,4.96
315766,First Class,4.96
315767,Second Class,4.95
315768,Standard Class,4.95
315769,First Class,4.95
315770,Standard Class,4.94
315771,Second Class,4.94
315772,First Class,4.94
315773,Same Day,4.94
315774,Second Class,4.93
315775,Standard Class,4.93
315776,Same Day,4.93
315777,First Class,4.93
315778,Standard Class,4.92
315779,Second Class,4.92
315780,First Class,4.92
315781,Standard Class,4.91
315782,Second Class,4.91
315783,First Class,4.91
315784,Same Day,4.91
315785,Standard Class,4.9
315786,Same Day,4.9
315787,Second Class,4.9
315788,First Class,4.9
315789,Second Class,4.89
315790,Standard Class,4.89
315791,Same Day,4.89
315792,First Class,4.89
315793,Standard Class,4.88
315794,Second Class,4.88
315795,First Class,4.88
315796,Same Day,4.88
315797,Standard Class,4.87
315798,Second Class,4.87
315799,First Class,4.87
315800,First Class,4.86
315801,Standard Class,4.86
315802,Same Day,4.86
315803,Second Class,4.86
315804,Standard Class,4.85
315805,First Class,4.85
315806,Second Class,4.85
315807,Standard Class,4.84
315808,Second Class,4.84
315809,First Class,4.84
315810,First Class,4.83
315811,Standard Class,4.83
315812,Second Class,4.83
315813,Same Day,4.83
315814,Standard Class,4.82
315815,Second Class,4.82
315816,First Class,4.82
315817,Same Day,4.82
315818,Standard Class,4.81
315819,First Class,4.81
315820,Second Class,4.81
315821,Same Day,4.81
315822,Standard Class,4.8
315823,Second Class,4.8
315824,Second Class,4.79
315825,Standard Class,4.79
315826,Same Day,4.79
315827,First Class,4.79
315828,Standard Class,4.78
315829,Second Class,4.78
315830,First Class,4.78
315831,First Class,4.77
315832,Standard Class,4.77
315833,Second Class,4.77
315834,Same Day,4.77
315835,Standard Class,4.76
315836,First Class,4.76
315837,Second Class,4.76
315838,Same Day,4.76
315839,Standard Class,4.75
315840,Second Class,4.75
315841,Same Day,4.75
315842,First Class,4.75
315843,Standard Class,4.74
315844,Second Class,4.74
315845,First Class,4.74
315846,Standard Class,4.73
315847,Same Day,4.73
315848,Second Class,4.73
315849,First Class,4.73
315850,Standard Class,4.72
315851,Second Class,4.72
315852,First Class,4.72
315853,Same Day,4.72
315854,Standard Class,4.71
315855,Second Class,4.71
315856,First Class,4.71
315857,Second Class,4.7
315858,Standard Class,4.7
315859,First Class,4.7
315860,Same Day,4.7
315861,Same Day,4.69
315862,Standard Class,4.69
315863,Second Class,4.69
315864,First Class,4.69
315865,Standard Class,4.68
315866,Same Day,4.68
315867,Second Class,4.68
315868,Standard Class,4.67
315869,Second Class,4.67
315870,First Class,4.67
315871,Same Day,4.67
315872,First Class,4.66
315873,Standard Class,4.66
315874,Second Class,4.66
315875,Second Class,4.65
315876,Standard Class,4.65
315877,First Class,4.65
315878,Same Day,4.65
315879,Standard Class,4.64
315880,First Class,4.64
315881,Second Class,4.64
315882,Standard Class,4.63
315883,First Class,4.63
315884,Same Day,4.63
315885,Second Class,4.63
315886,Second Class,4.62
315887,Standard Class,4.62
315888,First Class,4.62
315889,Standard Class,4.61
315890,Second Class,4.61
315891,First Class,4.61
315892,Second Class,4.6
315893,First Class,4.6
315894,Standard Class,4.6
315895,Same Day,4.6
315896,Standard Class,4.59
315897,First Class,4.59
315898,Same Day,4.59
315899,Second Class,4.59
315900,Standard Class,4.58
315901,First Class,4.58
315902,Second Class,4.58
